id,brand,conversation_id,customer_message,conversation_context,historical_response,intent,gold_escalation,gold_reason
conv_amzn_00762,AmazonHelp,conv_amzn_00762,@AmazonHelp Order #112-1873348-9503002 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^AB",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00763,AmazonHelp,conv_amzn_00763,@AmazonHelp I ordered a Instant Pot Duo ($155.00) and you sent me a box of cat litter! Order #114-3750434-3414923. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^DL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00764,AmazonHelp,conv_amzn_00764,"@AmazonHelp My Kindle Paperwhite was promised for delivery by 2 PM today, but tracking shows it hasn't even left the facility. Order #112-4468730-6875743.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^RG",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00765,AmazonHelp,conv_amzn_00765,"@AmazonHelp My Sony Wireless Headphones was promised for delivery by 9 PM today, but tracking shows it hasn't even left the facility. Order #112-5968924-2962090.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00766,AmazonHelp,conv_amzn_00766,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-1538166-9042307, but my refund of $586.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^JW,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00767,AmazonHelp,conv_amzn_00767,"@AmazonHelp I was just charged $369.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^MK",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00768,AmazonHelp,conv_amzn_00768,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #111-1246725-9771777, but my refund of $542.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^TB,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00769,AmazonHelp,conv_amzn_00769,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-5219673-2843988, but my refund of $147.00 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^JW,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00770,AmazonHelp,conv_amzn_00770,"@AmazonHelp Tracking says 'Departed facility' since Monday, but there have been no new updates for 4 days. Is my order #114-7079612-4170128 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^KL,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00771,AmazonHelp,conv_amzn_00771,"@AmazonHelp I was just charged $29.00 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^KL",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00772,AmazonHelp,conv_amzn_00772,"@AmazonHelp My Instant Pot Duo was promised for delivery by 5 PM today, but tracking shows it hasn't even left the facility. Order #114-8537695-5946757.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^JW",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00773,AmazonHelp,conv_amzn_00773,@AmazonHelp It has been 36 hours since my package #114-3934501-1333642 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00774,AmazonHelp,conv_amzn_00774,"@AmazonHelp My Oral-B Electric Toothbrush was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #114-8027014-6075439.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00775,AmazonHelp,conv_amzn_00775,@AmazonHelp It has been 36 hours since my package #112-2117324-4710111 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^MK",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00776,AmazonHelp,conv_amzn_00776,"@AmazonHelp The Amazon app sent a notification saying my Instant Pot Duo was delivered to my front porch 45 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^MK",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00777,AmazonHelp,conv_amzn_00777,@AmazonHelp It has been 36 hours since my package #111-4461378-7212746 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^KL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00778,AmazonHelp,conv_amzn_00778,"@AmazonHelp The Amazon app sent a notification saying my Sony Wireless Headphones was delivered to my front porch 45 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^SJ",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00779,AmazonHelp,conv_amzn_00779,@AmazonHelp Delivery photo shows a completely different apartment number (107) and a red doormat. I live in unit 641 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00780,AmazonHelp,conv_amzn_00780,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #112-9164674-8618307.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^SJ,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00781,AmazonHelp,conv_amzn_00781,@AmazonHelp I ordered a Keurig Coffee Maker ($525.50) and you sent me a box of pack of socks! Order #111-8938566-7120736. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^JW,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00782,AmazonHelp,conv_amzn_00782,@AmazonHelp I dropped off my return of LEGO Star Wars Set at Kohl's Drop-off on Thursday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^KL",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00783,AmazonHelp,conv_amzn_00783,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #111-1679794-3194149.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^TB,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00784,AmazonHelp,conv_amzn_00784,"@AmazonHelp My Anker Portable Charger was promised for delivery by 9 PM today, but tracking shows it hasn't even left the facility. Order #112-1464552-7773957.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00785,AmazonHelp,conv_amzn_00785,@AmazonHelp Delivery photo shows a completely different apartment number (429) and a red doormat. I live in unit 781 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00786,AmazonHelp,conv_amzn_00786,"@AmazonHelp The Amazon app sent a notification saying my LEGO Star Wars Set was delivered to my front porch 15 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^JW",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00787,AmazonHelp,conv_amzn_00787,@AmazonHelp Delivery photo shows a completely different apartment number (372) and a red doormat. I live in unit 863 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^DL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00788,AmazonHelp,conv_amzn_00788,"@AmazonHelp I was just charged $231.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^AB",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00789,AmazonHelp,conv_amzn_00789,@AmazonHelp It has been 36 hours since my package #111-8785501-2335141 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00790,AmazonHelp,conv_amzn_00790,@AmazonHelp Delivery photo shows a completely different apartment number (522) and a red doormat. I live in unit 789 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^KL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00791,AmazonHelp,conv_amzn_00791,"@AmazonHelp My Ceramic Dinnerware Set was promised for delivery by 5 PM today, but tracking shows it hasn't even left the facility. Order #111-8746019-3027108.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^DL",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00792,AmazonHelp,conv_amzn_00792,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #111-7129545-7036744, but my refund of $215.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^MK,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00793,AmazonHelp,conv_amzn_00793,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #111-8979835-2206532, but my refund of $535.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^AB,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00794,AmazonHelp,conv_amzn_00794,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #114-5068013-8045411, but my refund of $476.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^JW,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00795,AmazonHelp,conv_amzn_00795,@AmazonHelp I dropped off my return of Levi's Denim Jacket at Whole Foods Market customer desk on Thursday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^DL",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00796,AmazonHelp,conv_amzn_00796,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-8032461-1826123, but my refund of $501.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^DL,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00797,AmazonHelp,conv_amzn_00797,"@AmazonHelp My LEGO Star Wars Set was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #113-4618410-7349439.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^AB",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00798,AmazonHelp,conv_amzn_00798,"@AmazonHelp Tracking says 'In Transit' since Tuesday, but there have been no new updates for 4 days. Is my order #112-2898855-6840866 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^TB,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00799,AmazonHelp,conv_amzn_00799,@AmazonHelp It has been 36 hours since my package #114-2463054-8651273 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^AB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00800,AmazonHelp,conv_amzn_00800,"@AmazonHelp My Oral-B Electric Toothbrush was promised for delivery by 2 PM today, but tracking shows it hasn't even left the facility. Order #112-3979649-9596626.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^RG",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_00801,AmazonHelp,conv_amzn_00801,@AmazonHelp I dropped off my return of Ninja Air Fryer at Whole Foods Market customer desk on Thursday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^JW",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00802,AmazonHelp,conv_amzn_00802,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #113-2539253-4486686.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^TB,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00803,AmazonHelp,conv_amzn_00803,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #111-5940190-4173709, but my refund of $245.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^SJ,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00804,AmazonHelp,conv_amzn_00804,@AmazonHelp I ordered a Kindle Paperwhite ($413.00) and you sent me a box of coffee mugs! Order #111-8896715-9386106. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00805,AmazonHelp,conv_amzn_00805,"@AmazonHelp I was just charged $273.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^MK",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00806,AmazonHelp,conv_amzn_00806,@AmazonHelp I ordered a Levi's Denim Jacket ($515.99) and you sent me a box of coffee mugs! Order #113-4738030-7446025. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^DL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00807,AmazonHelp,conv_amzn_00807,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #112-9472914-1793621.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^DL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00808,AmazonHelp,conv_amzn_00808,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #113-7757760-9153711.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^MK,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00809,AmazonHelp,conv_amzn_00809,"@AmazonHelp Tracking says 'Out for Delivery' since Friday, but there have been no new updates for 4 days. Is my order #111-4146591-1774716 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^TB,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00810,AmazonHelp,conv_amzn_00810,@AmazonHelp Order #111-7811670-8008869 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^DL",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00811,AmazonHelp,conv_amzn_00811,"@AmazonHelp Tracking says 'In Transit' since Friday, but there have been no new updates for 4 days. Is my order #114-4178361-1927009 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^SJ,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_00812,AmazonHelp,conv_amzn_00812,"@AmazonHelp I was just charged $360.99 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^AB",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00813,AmazonHelp,conv_amzn_00813,@AmazonHelp Delivery photo shows a completely different apartment number (454) and a red doormat. I live in unit 530 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00814,AmazonHelp,conv_amzn_00814,"@AmazonHelp I was just charged $623.99 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^DL",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_00815,AmazonHelp,conv_amzn_00815,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 355!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^DL",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_00816,AmazonHelp,conv_amzn_00816,@AmazonHelp It has been 36 hours since my package #113-8871931-2511719 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^KL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00817,AmazonHelp,conv_amzn_00817,@AmazonHelp I ordered a Ninja Air Fryer ($412.50) and you sent me a box of pack of socks! Order #113-9404767-2708607. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^SJ,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00818,AmazonHelp,conv_amzn_00818,@AmazonHelp It has been 36 hours since my package #111-9544504-6542177 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^DL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00819,AmazonHelp,conv_amzn_00819,"@AmazonHelp My Ninja Air Fryer was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #112-9797705-4433123.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^RG",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
